# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
Kepler-84,f,Kepler-84 f,Transit,,2.200
Kepler-840,b,Kepler-840 b,Transit,,17.070
Kepler-841,b,Kepler-841 b,Transit,,5.230
Kepler-842,b,Kepler-842 b,Transit,,1.600
Kepler-843,b,Kepler-843 b,Transit,,2.590
Kepler-844,b,Kepler-844 b,Transit,,1.680
Kepler-845,b,Kepler-845 b,Transit,,2.040
Kepler-846,b,Kepler-846 b,Transit,,2.480
Kepler-847,b,Kepler-847 b,Transit,,1.180
Kepler-848,b,Kepler-848 b,Transit,,1.700
Kepler-849,b,Kepler-849 b,Transit,,7.140
Kepler-85,b,Kepler-85 b,Transit,,1.970
Kepler-85,c,Kepler-85 c,Transit,,2.180
Kepler-85,d,Kepler-85 d,Transit,,1.200
Kepler-85,e,Kepler-85 e,Transit,,1.270
Kepler-850,b,Kepler-850 b,Transit,,1.780
Kepler-851,b,Kepler-851 b,Transit,,1.680
Kepler-852,b,Kepler-852 b,Transit,,2.540
Kepler-853,b,Kepler-853 b,Transit,,1.690
Kepler-854,b,Kepler-854 b,Transit,,16.720
Kepler-855,b,Kepler-855 b,Transit,,8.350
Kepler-856,b,Kepler-856 b,Transit,,9.300
Kepler-857,b,Kepler-857 b,Transit,,6.800
Kepler-858,b,Kepler-858 b,Transit,,4.870
Kepler-859,b,Kepler-859 b,Transit,,3.090
Kepler-860,b,Kepler-860 b,Transit,,3.240
Kepler-861,b,Kepler-861 b,Transit,,2.280
Kepler-862,b,Kepler-862 b,Transit,,2.210
Kepler-863,b,Kepler-863 b,Transit,,2.900
Kepler-864,b,Kepler-864 b,Transit,,2.400
Kepler-865,b,Kepler-865 b,Transit,,2.490
Kepler-866,b,Kepler-866 b,Transit,,1.630
Kepler-867,b,Kepler-867 b,Transit,,4.640
Kepler-868,b,Kepler-868 b,Transit,,2.050
Kepler-869,b,Kepler-869 b,Transit,,3.610
Kepler-87,b,Kepler-87 b,Transit,478,13.490
Kepler-87,c,Kepler-87 c,Transit,403,6.140
Kepler-870,b,Kepler-870 b,Transit,,2.780
Kepler-871,b,Kepler-871 b,Transit,,3.740
Kepler-872,b,Kepler-872 b,Transit,,1.990
Kepler-873,b,Kepler-873 b,Transit,,3.750
Kepler-874,b,Kepler-874 b,Transit,,3.940
Kepler-875,b,Kepler-875 b,Transit,,2.900
Kepler-876,b,Kepler-876 b,Transit,,1.430
Kepler-877,b,Kepler-877 b,Transit,,2.120
Kepler-878,b,Kepler-878 b,Transit,,1.930
Kepler-879,b,Kepler-879 b,Transit,,2.570
Kepler-880,b,Kepler-880 b,Transit,,2.660
Kepler-881,b,Kepler-881 b,Transit,,1.780
Kepler-882,b,Kepler-882 b,Transit,,1.230
Kepler-883,b,Kepler-883 b,Transit,,1.780
Kepler-884,b,Kepler-884 b,Transit,,1.230
Kepler-885,b,Kepler-885 b,Transit,,2.500
Kepler-886,b,Kepler-886 b,Transit,,1.520
Kepler-887,b,Kepler-887 b,Transit,,1.840
Kepler-887,c,Kepler-887 c,Transit,,1.130
Kepler-888,b,Kepler-888 b,Transit,,1.760
Kepler-889,b,Kepler-889 b,Transit,,1.090
Kepler-890,b,Kepler-890 b,Transit,,8.890
Kepler-891,b,Kepler-891 b,Transit,,6.410
Kepler-892,b,Kepler-892 b,Transit,,2.810
Kepler-893,b,Kepler-893 b,Transit,,3.030
Kepler-894,b,Kepler-894 b,Transit,,2.780
Kepler-895,b,Kepler-895 b,Transit,,1.540
Kepler-896,b,Kepler-896 b,Transit,,2.530
Kepler-897,b,Kepler-897 b,Transit,,2.390
Kepler-898,b,Kepler-898 b,Transit,,1.490
Kepler-899,b,Kepler-899 b,Transit,,2.680
Kepler-9,b,Kepler-9 b,Transit,,8.290
Kepler-9,c,Kepler-9 c,Transit,,8.080
Kepler-9,d,Kepler-9 d,Transit,2026,1.640
KOI-351,i,Kepler-90 i,Transit,709,1.320
Kepler-900,b,Kepler-900 b,Transit,,2.080
Kepler-901,b,Kepler-901 b,Transit,,1.370
Kepler-902,b,Kepler-902 b,Transit,,2.540
Kepler-903,b,Kepler-903 b,Transit,,2.010
Kepler-903,c,Kepler-903 c,Transit,,2.530
Kepler-904,b,Kepler-904 b,Transit,,1.770
Kepler-905,b,Kepler-905 b,Transit,,1.410
Kepler-906,b,Kepler-906 b,Transit,,2.110
Kepler-907,b,Kepler-907 b,Transit,,1.200
Kepler-908,b,Kepler-908 b,Transit,,1.220
Kepler-909,b,Kepler-909 b,Transit,,1.470
Kepler-91,b,Kepler-91 b,Transit,2040,15.323
Kepler-910,b,Kepler-910 b,Transit,,0.820
Kepler-911,b,Kepler-911 b,Transit,,2.600
Kepler-912,b,Kepler-912 b,Transit,,2.800
Kepler-913,b,Kepler-913 b,Transit,,2.060
Kepler-914,b,Kepler-914 b,Transit,,1.380
Kepler-915,b,Kepler-915 b,Transit,,1.500
Kepler-916,b,Kepler-916 b,Transit,,1.760
Kepler-917,b,Kepler-917 b,Transit,,1.910
Kepler-918,b,Kepler-918 b,Transit,,1.740
Kepler-919,b,Kepler-919 b,Transit,,2.250
Kepler-92,b,Kepler-92 b,Transit,,3.510
Kepler-92,c,Kepler-92 c,Transit,,2.600
Kepler-92,d,Kepler-92 d,Transit,,2.067
Kepler-920,b,Kepler-920 b,Transit,,2.420
Kepler-920,c,Kepler-920 c,Transit,,3.800
Kepler-921,b,Kepler-921 b,Transit,,2.870
Kepler-922,b,Kepler-922 b,Transit,,1.420
Kepler-923,b,Kepler-923 b,Transit,,1.380
Kepler-924,b,Kepler-924 b,Transit,,3.070
Kepler-925,b,Kepler-925 b,Transit,,2.340
Kepler-926,b,Kepler-926 b,Transit,,2.310
Kepler-927,b,Kepler-927 b,Transit,,1.720
Kepler-928,b,Kepler-928 b,Transit,,1.590
Kepler-929,b,Kepler-929 b,Transit,,1.110
Kepler-93,b,Kepler-93 b,Transit,,1.569
Kepler-93,c,Kepler-93 c,Radial Velocity,,
Kepler-930,b,Kepler-930 b,Transit,,2.130
Kepler-931,b,Kepler-931 b,Transit,,1.330
Kepler-932,b,Kepler-932 b,Transit,,1.370
Kepler-933,b,Kepler-933 b,Transit,,2.460
Kepler-934,b,Kepler-934 b,Transit,,2.090
Kepler-935,b,Kepler-935 b,Transit,,1.350
Kepler-936,b,Kepler-936 b,Transit,,1.450
Kepler-937,b,Kepler-937 b,Transit,,3.720
Kepler-937,c,Kepler-937 c,Transit,,2.670
Kepler-938,b,Kepler-938 b,Transit,,2.220
Kepler-939,b,Kepler-939 b,Transit,,1.750
Kepler-94,b,Kepler-94 b,Transit,,3.510
Kepler-94,c,Kepler-94 c,Radial Velocity,,
Kepler-940,b,Kepler-940 b,Transit,,3.340
Kepler-941,b,Kepler-941 b,Transit,,3.080
Kepler-942,b,Kepler-942 b,Transit,,2.130
Kepler-943,b,Kepler-943 b,Transit,,5.930
Kepler-944,b,Kepler-944 b,Transit,,2.630
Kepler-945,b,Kepler-945 b,Transit,,2.630
Kepler-946,b,Kepler-946 b,Transit,,1.930
Kepler-947,b,Kepler-947 b,Transit,,2.280
Kepler-948,b,Kepler-948 b,Transit,,1.850
Kepler-949,b,Kepler-949 b,Transit,,2.910
Kepler-95,b,Kepler-95 b,Transit,,3.420
Kepler-950,b,Kepler-950 b,Transit,,8.980
Kepler-951,b,Kepler-951 b,Transit,,5.590
Kepler-952,b,Kepler-952 b,Transit,,7.650
Kepler-953,b,Kepler-953 b,Transit,,4.210
Kepler-953,c,Kepler-953 c,Transit,,1.190
Kepler-954,b,Kepler-954 b,Transit,,2.320
Kepler-955,b,Kepler-955 b,Transit,,3.130
Kepler-956,b,Kepler-956 b,Transit,,3.000
Kepler-957,b,Kepler-957 b,Transit,,5.500
Kepler-958,b,Kepler-958 b,Transit,,2.060
Kepler-959,b,Kepler-959 b,Transit,,4.380
Kepler-96,b,Kepler-96 b,Transit,,2.670
Kepler-960,b,Kepler-960 b,Transit,,2.290
Kepler-961,b,Kepler-961 b,Transit,,2.550
Kepler-962,b,Kepler-962 b,Transit,,1.970
Kepler-963,b,Kepler-963 b,Transit,,2.660
Kepler-964,b,Kepler-964 b,Transit,,2.120
Kepler-965,b,Kepler-965 b,Transit,,3.380
Kepler-966,b,Kepler-966 b,Transit,,4.130
Kepler-967,b,Kepler-967 b,Transit,,2.350
Kepler-967,c,Kepler-967 c,Transit,,3.650
Kepler-968,b,Kepler-968 b,Transit,,2.000
Kepler-968,c,Kepler-968 c,Transit,,1.690
Kepler-969,b,Kepler-969 b,Transit,,2.070
Kepler-969,c,Kepler-969 c,Transit,,0.990
Kepler-97,b,Kepler-97 b,Transit,,1.480
Kepler-97,c,Kepler-97 c,Radial Velocity,,
Kepler-970,b,Kepler-970 b,Transit,,2.770
Kepler-971,b,Kepler-971 b,Transit,,2.130
Kepler-972,b,Kepler-972 b,Transit,,4.650
Kepler-973,b,Kepler-973 b,Transit,,1.960
Kepler-974,b,Kepler-974 b,Transit,,1.570
Kepler-975,b,Kepler-975 b,Transit,,1.480
Kepler-976,b,Kepler-976 b,Transit,,3.960
Kepler-977,b,Kepler-977 b,Transit,,2.620
Kepler-978,b,Kepler-978 b,Transit,,2.990
Kepler-979,b,Kepler-979 b,Transit,,2.720
Kepler-98,b,Kepler-98 b,Transit,,1.990
Kepler-980,b,Kepler-980 b,Transit,,2.670
Kepler-981,b,Kepler-981 b,Transit,,2.310
Kepler-982,b,Kepler-982 b,Transit,,2.250
Kepler-983,b,Kepler-983 b,Transit,,2.360
Kepler-984,b,Kepler-984 b,Transit,,2.120
Kepler-985,b,Kepler-985 b,Transit,,2.980
Kepler-986,b,Kepler-986 b,Transit,,2.360
Kepler-987,b,Kepler-987 b,Transit,,3.260
Kepler-988,b,Kepler-988 b,Transit,,2.070
Kepler-989,b,Kepler-989 b,Transit,,2.210
Kepler-99,b,Kepler-99 b,Transit,,1.480
Kepler-990,b,Kepler-990 b,Transit,,2.600
Kepler-990,c,Kepler-990 c,Transit,,1.530
Kepler-991,b,Kepler-991 b,Transit,,2.540
Kepler-992,b,Kepler-992 b,Transit,,1.620
Kepler-993,b,Kepler-993 b,Transit,,2.970
Kepler-994,b,Kepler-994 b,Transit,,1.600
Kepler-995,b,Kepler-995 b,Transit,,2.700
Kepler-996,b,Kepler-996 b,Transit,,1.980
Kepler-997,b,Kepler-997 b,Transit,,1.360
Kepler-998,b,Kepler-998 b,Transit,,2.320
Kepler-999,b,Kepler-999 b,Transit,,2.340
L 168-9,b,L 168-9 b,Transit,965,1.390
L 98-59,b,L 98-59 b,Transit,610,0.800
L 98-59,c,L 98-59 c,Transit,517,1.350
L 98-59,d,L 98-59 d,Transit,409,1.570
LHS 1140,b,LHS 1140 b,Transit,235,1.727
LHS 1140,c,LHS 1140 c,Transit,438,1.282
LHS 1815,b,LHS 1815 b,Transit,617,1.088
LHS 3844,b,LHS 3844 b,Transit,805,1.303
LP 791-18,b,LP 791-18 b,Transit,650,1.120
LP 791-18,c,LP 791-18 c,Transit,370,2.310
LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,,
LTT 1445 A,b,LTT 1445 A b,Transit,433,1.380
LkCa 15,b,LkCa 15 b,Imaging,,
LkCa 15,c,LkCa 15 c,Imaging,,
Lupus-TR-3,b,Lupus-TR-3 b,Transit,,9.976
MASCARA-1,b,MASCARA-1 b,Transit,2570,16.814
MASCARA-4,b,MASCARA-4 b,Transit,2100,17.150
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,103,
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,,
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,,
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,,
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,,
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,,
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,,
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,,
MOA-bin-29,b,MOA-bin-29 b,Microlensing,,
MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,,
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,,
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,,
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,,
NGTS-1,b,NGTS-1 b,Transit,790,14.908
NGTS-10,b,NGTS-10 b,Transit,1332,13.507
NGTS-2,b,NGTS-2 b,Transit,1468,17.878
NGTS-3 A,b,NGTS-3 A b,Transit,,16.589
NGTS-4,b,NGTS-4 b,Transit,1650,3.180
NGTS-5,b,NGTS-5 b,Transit,952,12.733
NGTS-6,b,NGTS-6 b,Transit,1284,14.863
NGTS-8,b,NGTS-8 b,Transit,1345,12.218
NGTS-9,b,NGTS-9 b,Transit,1448,11.994
NN Ser,c,NN Ser c,Eclipse Timing Variations,,
NN Ser,d,NN Ser d,Eclipse Timing Variations,,
NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,,
NY Vir,b,NY Vir b,Eclipse Timing Variations,,
NY Vir,c,NY Vir c,Eclipse Timing Variations,,
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,,
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,55,
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,,
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,50,
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,,
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,,
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,,
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,,
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,,
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,,
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,,
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,,
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,,
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,,
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,,
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,,
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,,
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,,
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,,
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,,
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,,
OGLE-2013-BLG-0911L,b,OGLE-2013-BLG-0911L b,Microlensing,,
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,,
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,,
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,,
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,,
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,,
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,,
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,,
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,,
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,Microlensing,,
OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,Microlensing,,
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,,
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,Microlensing,,
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,,
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,,
OGLE-2016-BLG-1227L,b,OGLE-2016-BLG-1227L b,Microlensing,,
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,,
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,,
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,,
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,,
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,,
OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,,
OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,Microlensing,,
OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,Microlensing,,
OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,Microlensing,,
OGLE-TR-10,b,OGLE-TR-10 b,Transit,,14.011
OGLE-TR-111,b,OGLE-TR-111 b,Transit,,11.422
OGLE-TR-113,b,OGLE-TR-113 b,Transit,,12.251
OGLE-TR-132,b,OGLE-TR-132 b,Transit,2013,13.450
OGLE-TR-182,b,OGLE-TR-182 b,Transit,,12.666
OGLE-TR-211,b,OGLE-TR-211 b,Transit,,15.244
OGLE-TR-56,b,OGLE-TR-56 b,Transit,2212,15.278
OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,,18.046
Oph 11,b,Oph 11 b,Imaging,2175,
PDS 70,b,PDS 70 b,Imaging,1200,14.572
PDS 70,c,PDS 70 c,Imaging,,
PH1,b,PH1 b,Transit,481,6.180
PH2,b,PH2 b,Transit,281,10.120
POTS-1,b,POTS-1 b,Transit,,10.548
PSR B0329+54,b,PSR B0329+54 b,Pulsar Timing,,
PSR B1257+12,b,PSR B1257+12 b,Pulsar Timing,,
PSR B1257+12,c,PSR B1257+12 c,Pulsar Timing,,
PSR B1257+12,d,PSR B1257+12 d,Pulsar Timing,,
PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,,
PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,,
PSR J2322-2650,b,PSR J2322-2650 b,Pulsar Timing,,
Pr0201,b,Pr0201 b,Radial Velocity,,
Pr0211,b,Pr0211 b,Radial Velocity,,
Pr0211,c,Pr0211 c,Radial Velocity,,
Proxima Cen,b,Proxima Cen b,Radial Velocity,234,
Qatar-1,b,Qatar-1 b,Transit,1418,12.812
Qatar-10,b,Qatar-10 b,Transit,1955,17.295
Qatar-2,b,Qatar-2 b,Transit,1344,14.056
Qatar-3,b,Qatar-3 b,Transit,1681,12.285
Qatar-4,b,Qatar-4 b,Transit,1385,12.722
Qatar-5,b,Qatar-5 b,Transit,1415,12.408
Qatar-6,b,Qatar-6 b,Transit,1006,11.904
Qatar-7,b,Qatar-7 b,Transit,2053,19.055
Qatar-8,b,Qatar-8 b,Transit,1457,14.404
Qatar-9,b,Qatar-9 b,Transit,1134,11.310
ROXs 12,b,ROXs 12 b,Imaging,,
ROXs 42 B,b,ROXs 42 B b,Imaging,1975,
RR Cae,b,RR Cae b,Eclipse Timing Variations,,
Ross 128,b,Ross 128 b,Radial Velocity,301,
Ross 458,c,Ross 458 c,Imaging,,13.675
SR 12 AB,c,SR 12 AB c,Imaging,,
SWEEPS-11,b,SWEEPS-11 b,Transit,,12.666
SWEEPS-4,b,SWEEPS-4 b,Transit,,9.079
TAP 26,b,TAP 26 b,Radial Velocity,,
TCP J05074264+2447555,b,TCP J05074264+2447555 b,Microlensing,,
TOI-1130,b,TOI-1130 b,Transit,810,3.650
TOI-1130,c,TOI-1130 c,Transit,637,16.814
TOI-125,b,TOI-125 b,Transit,1037,2.726
TOI-125,c,TOI-125 c,Transit,828,2.759
TOI-125,d,TOI-125 d,Transit,638,2.930
TOI-132,b,TOI-132 b,Transit,1395,3.420
TOI-150,b,TOI-150.01,Transit,1405,14.067
TOI-163,b,TOI-163 b,Transit,1669,16.690
TOI-172,b,TOI-172 b,Transit,1198,10.817
TOI-216,c,TOI-216.01,Transit,497,11.290
TOI-216,b,TOI-216.02,Transit,628,7.690
TOI-270,b,TOI-270 b,Transit,528,1.247
TOI-270,c,TOI-270 c,Transit,424,2.420
TOI-270,d,TOI-270 d,Transit,340,2.130
TOI-677,b,TOI-677 b,Transit,1252,13.115
TOI-813,b,TOI-813 b,Transit,610,6.710
TRAPPIST-1,b,TRAPPIST-1 b,Transit,400,1.086
TRAPPIST-1,c,TRAPPIST-1 c,Transit,342,1.056
TRAPPIST-1,d,TRAPPIST-1 d,Transit,288,0.772
TRAPPIST-1,e,TRAPPIST-1 e,Transit,251,0.918
TRAPPIST-1,f,TRAPPIST-1 f,Transit,219,1.045
TRAPPIST-1,g,TRAPPIST-1 g,Transit,199,1.127
TRAPPIST-1,h,TRAPPIST-1 h,Transit,173,0.752
TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,,
TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,,
TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,,
TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,1350,
TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,,
TYC 8998-760-1,b,TYC 8998-760-1 b,Imaging,,
Teegarden's Star,b,Teegarden's Star b,Radial Velocity,,
Teegarden's Star,c,Teegarden's Star c,Radial Velocity,,
TrES-1,b,TrES-1 b,Transit,,12.666
TrES-2,b,TrES-2 b,Transit,,15.244
TrES-3,b,TrES-3 b,Transit,,14.975
TrES-4,b,TrES-4 b,Transit,,18.046
TrES-5,b,TrES-5 b,Transit,1480,13.384
UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,,
USco CTIO 108,b,USco CTIO 108 b,Imaging,,
USco1556 A,b,USco1556 b,Imaging,2240,
USco1621 A,b,USco1621 b,Imaging,2270,
UZ For,b,UZ For b,Eclipse Timing Variations,,
UZ For,c,UZ For c,Eclipse Timing Variations,,
V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,,
V1298 Tau,b,V1298 Tau b,Transit,677,10.270
V1298 Tau,c,V1298 Tau c,Transit,968,5.590
V1298 Tau,d,V1298 Tau d,Transit,845,6.410
V1298 Tau,e,V1298 Tau e,Transit,492,8.740
V830 Tau,b,V830 Tau b,Radial Velocity,,
VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,Imaging,,
WASP-1,b,WASP-1 b,Transit,,16.623
WASP-10,b,WASP-10 b,Transit,1370,12.106
WASP-100,b,WASP-100 b,Transit,,14.908
WASP-101,b,WASP-101 b,Transit,,16.029
WASP-103,b,WASP-103 b,Transit,2508,17.127
WASP-104,b,WASP-104 b,Transit,1516,12.745
WASP-105,b,WASP-105 b,Transit,900,10.761
WASP-106,b,WASP-106 b,Transit,,11.433
WASP-107,b,WASP-107 b,Transit,770,10.536
WASP-11,b,WASP-11 b,Transit,,12.442
WASP-113,b,WASP-113 b,Transit,1496,15.793
WASP-114,b,WASP-114 b,Transit,2043,15.009
WASP-117,b,WASP-117 b,Transit,,11.882
WASP-118,b,WASP-118 b,Transit,1729,16.141
WASP-119,b,WASP-119 b,Transit,1600,15.693
WASP-12,b,WASP-12 b,Transit,2593,21.712
WASP-120,b,WASP-120 b,Transit,1880,16.511
WASP-121,b,WASP-121 b,Transit,2358,20.905
WASP-123,b,WASP-123 b,Transit,1520,14.773
WASP-124,b,WASP-124 b,Transit,1400,13.899
WASP-126,b,WASP-126 b,Transit,,
WASP-126,c,WASP-126 c,Transit Timing Variations,,
WASP-127,b,WASP-127 b,Transit,1400,15.356
WASP-129,b,WASP-129 b,Transit,1100,10.424
WASP-13,b,WASP-13 b,Transit,,13.675
WASP-130,b,WASP-130 b,Transit,833,9.976
WASP-131,b,WASP-131 b,Transit,1460,13.675
WASP-132,b,WASP-132 b,Transit,763,9.752
WASP-133,b,WASP-133 b,Transit,1790,13.563
WASP-135,b,WASP-135 b,Transit,,14.572
WASP-136,b,WASP-136 b,Transit,1742,15.468
WASP-138,b,WASP-138 b,Transit,1590,12.218
WASP-139,b,WASP-139 b,Transit,910,8.967
WASP-14,b,WASP-14 b,Transit,,15.468
WASP-140,b,WASP-140 b,Transit,1320,16.141
WASP-141,b,WASP-141 b,Transit,1540,13.563
WASP-142,b,WASP-142 b,Transit,2000,17.150
WASP-144,b,WASP-144 b,Transit,1260,9.528
WASP-145 A,b,WASP-145 A b,Transit,1200,10.088
WASP-147,b,WASP-147 b,Transit,1404,12.498
WASP-15,b,WASP-15 b,Transit,,15.805
WASP-151,b,WASP-151 b,Transit,1290,12.666
WASP-153,b,WASP-153 b,Transit,1700,17.374
WASP-156,b,WASP-156 b,Transit,970,5.717
WASP-157,b,WASP-157 b,Transit,1193,11.190
WASP-158,b,WASP-158 b,Transit,1590,11.994
WASP-159,b,WASP-159 b,Transit,1850,15.468
WASP-16,b,WASP-16 b,Transit,,13.675
WASP-160 B,b,WASP-160 B b,Transit,1119,12.218
WASP-161,b,WASP-161 b,Transit,1557,12.812
WASP-162,b,WASP-162 b,Transit,910,11.209
WASP-163,b,WASP-163 b,Transit,1638,13.473
